kai_prj_nm,kai_srh_tms,kai_sln_id
Dish,control lock was on,K45112251
Refrigeration,damaged crisper bin,K43744712
Refrigeration,NDCS - NOT COOLING,K83461703
Dish,NDCS- leaking seal around bottom,K63310401
Refrigeration,icemaker not making,K05703652
Washer,NDCS-  oil coming from washer,K12536724
Dryer,NDCS no power,K23783115
Washer,,K20281420
Dryer,handle is broke,K29003827
Refrigeration,LEAKING,K29318071
Dryer,long dry,K44343207
Dryer,not heating,K44343207
Washer,noise,K35288556
Washer,cycle,K20281420
LawnGarden,not starting,K04232515
HVAC,cooling,K05996536
Dish,top bracket broke,K85291412
Dish,no power,K55084900
Dryer,not seem to be heating correctly,K11850393
Refrigeration,grinding noise,K45546522
LawnGarden,info,K40928422
Cooking,smell,K54772506
Washer,grinding noise,K46428498
OutdoorGrill,bottom rusted,K85801820
Refrigeration,IS MAKING TOO MUCH ICE AND WONT DISPENSE WATER,K05135760
Dryer,,K45004359
Refrigeration,door is hard to open,K24342516
Washer,not enough water,K46990780
Washer,TIMER    KNOB BROKEN,K64351951
Dryer,displayed is AF,K19725800
Refrigeration,leaking/ ice clogged/ not making ice,K72567184
Washer,will not start,K29365455
HVAC,not cooling enough,K13584229
Refrigeration,broken,K25515805
Washer,stuck not starting cycle,K29365455
Dish,"stops running & alarm comes on , not getting water",K00454243
Refrigeration,not making ice,K11609054
Washer,not starting,K50302412
Dryer,not advancing,K38684248
LawnGarden,BATTERY,K40928422
Refrigeration,not cooling well,K74959840
Dish,not cleaning dishes,K10092076
Washer,SMELL ON CLOTHES,K73460136
Dish,locked,K25716515
Washer,not spinning,K91283102
Refrigeration,NOISE,K45546522
Cooking,light bulb,K31220411
Refrigeration,not freezing,K74959840
Dryer,time dry,K74325942
LawnGarden,not moving,K74597375
Refrigeration,left ref door slams shut,K15104968
Refrigeration,popping  noise,K02553768
LawnGarden,battery,K40928422
LawnGarden,questions about lifting front end,K03543901
Fitness,info,K91389089
Refrigeration,noise,K95054095
Dish,noise,K37409501
Washer,NOT CLEANING CLOTHES,K12902321
Refrigeration,df,K24323351
Washer,sound,K37528051
LawnGarden,oil,K00537141
Dryer,"NDCS -  not drying properly, little heat",K38684248
LawnGarden,CHAIN OIL LEAKED TO BOTTOM,K56511666
Dish,water not enter,K00454243
LawnGarden,not starting,K02294308
Refrigeration,hj,K33721236
Cooking,delay start,K19969266
Refrigeration,BASKET BIN BROKEN,K40045429
Dish,rails broken,K41851521
Dish,washer,K12033576
Refrigeration,shelf broken,K33721236
Dryer,clothes not drying,K44343207
Cooking,Burn spots inside,K60778335
Dryer,too long to dry,K11850393
LawnGarden,wont stop when clutch released,K09786180
Washer,error codes F4E1 F9E1 5D,K51516077
Dish,RACK ADJUSTOR,K34314374
HVAC,DCS ice over,K02467011
Refrigeration,door not closing,K24342516
Washer,not spining,K15541308
Refrigeration,ice sticking,K31729424
Dish,moisture,K31524010
Refrigeration,no ice,K04112301
Refrigeration,to grill damaged,K40513255
Refrigeration,cooling off,K67003276
Washer,mwo,K46428498
Refrigeration,product info,K82007839
Cooking,burner not comming up,K19002411
Washer,starting,K50302412
Washer,noise,K99145255
Cooking,broiler is not working,K30232021
Cooking,not working,K15348763
Refrigeration,noise,K45546522
Cooking,LIGHT,K54426402
Washer,not cooling,K18502231
OutdoorGrill,ignitor,K17320698
Dish,endcap for top rack,K38615723
Washer,starting,K50302412
LawnGarden,PULLEY,K42322123
LawnGarden,deck belt broke,K44908842
Washer,NDCS/grinding noise,K33164855
Dish,wont clean,K01309611
LawnGarden,not starting,K36237126
Refrigeration,freezer not cool enough,K74959840
Washer,agitator broke and non repairable,K34642257
Dish,stopers,K48104100
Cooking,clean grill,K44164202
Dryer,light,K06523316
Refrigeration,DCS/ NOT COOLING,K16931553
Washer,new drawer,K15124907
Washer,.,K54491341
Dish,wire,K80932509
Refrigeration,ICE,K04112301
Refrigeration,ICE BIN,K42330792
Refrigeration,freezer is warm,K74959840
Dish,no power,K55084900
Dish,lock,K26124467
LawnGarden,deck not level,K14452411
Dish,rinse aid,K31524010
Dryer,whinnng noise/ overheating,K44343207
Cooking,ODOR,K35737045
Refrigeration,ice maker installion,K52051421
Dish,dirty dishes,K10092076
Washer,leaking,K01984320
LawnGarden,NDCS=not going back and forth,K09786180
Refrigeration,.,K32011107
Dish,not washing clean,K27812903
Dish,DAMAGED STOPPER,K32016135
Refrigeration,scratches on refrigerator,K61020560
Dryer,HEATING,K06523316
Cooking,mwo,K41104894
Cooking,heating,K03979508
Electronics,cracked,K38471501
Dish,"taking to long to wash, washed for 3 hrs",K10754275
Refrigeration,not making ice,K53520297
Cooking,.,K14177844
Dryer,not drying,K23586020
Refrigeration,ice,K64505222
Refrigeration,handle,K93836483
Dryer,broken door handle,K29003827
Refrigeration,not cooling,K74959840
Cooking,lighting,K19969266
Refrigeration,making,K95054095
Electronics,black and white picture from vcr,K70577122
Washer,wont dispence softner,K54526550
LawnGarden,SHUT DOWN IN MIDDLE OF USE-WILL NOT START,K18104905
Cooking,not hot enough,K05940389
Refrigeration,not cooling,K74959840
Dish,arm is burnt,K51015718
Refrigeration,DOORS NOT ALIGNED/OPENS,K24342516
LawnGarden,NDCS=no pwr,K47055722
Cooking,not heating,K33319334
Refrigeration,Really bad buzzing,K31048934
Refrigeration,not making,K05703652
HVAC,leaking,K32424115
Refrigeration,ice production,K00517040
LawnGarden,wont move,K08460454
Cooking,control,K95415537
Cooking,shelve/door,K87208395
Dryer,starting,K84503083
Refrigeration,change filter,K05135760
LawnGarden,uneven cut,K36721628
Dryer,damged door handle,K29003827
Dryer,af,K19725800
Washer,start,K50302412
Dish,NDCS/will not unlock,K47209960
Washer,SMELL,K45299534
Washer,leaking,K75910040
Electronics,lamp life error code,K17894176
Refrigeration,not making ice,K95133724
Refrigeration,NDCS-noise,K99253302
Washer,q,K34635239
Dish,no water,K00454243
HVAC,thermostat,K31310566
Dish,top rack wheels broken,K32205453
Refrigeration,shelf,K33721236
GarageDoorOpener-Tools,Logic board,K44116475
Cooking,NDCS/microwave peeling,K25335974
Refrigeration,not cooling,K74959840
Electronics,tv comes on byself,K71310405
Refrigeration,not cooling,K74959840
Washer,NDCS- Rust forming,K24334412
LawnGarden,WON'T START,K18104905
Dryer,burning smell,K56015924
Refrigeration,cooling,K44550414
Washer,cycle,K51516077
Dish,WHEELS OFF,K16584205
LawnGarden,MOWER DECK BELT BROKE,K44908842
Refrigeration,G,K74030111
Refrigeration,noises,K35555907
Cooking,info,K58229040
LawnGarden,tire punctured on side,K11031315
Refrigeration,.,K05703652
Dish,mwo,K97140900
Refrigeration,2 trays cracked,K05925996
Refrigeration,frost,K02710674
Refrigeration,gasket,K82833118
Refrigeration,NDCS/leaking on frzr side/ice build up on btm,K17399944
Refrigeration,not cooling,K74959840
Electronics,wake up,K71310405
LawnGarden,wont start,K60809134
LawnGarden,running ruff,K46400627
Dish,top rack falling down,K65902542
Refrigeration,noise,K95054095
Refrigeration,no ice,K05703652
Refrigeration,water filter,K05135760
WaterTreatment,WATER DICOLORED,K39202515
Refrigeration,shelf,K33721236
Washer,making a noise,K96253058
OutdoorGrill,cleaning,K05985263
LawnGarden,working,K03543901
Washer,smells bad,K42390189
Refrigeration,foods freezing in fridge,K50628139
Washer,starting,K33164855
Refrigeration,Leaking From top,K43131600
Dryer,noise,K56215192
HVAC,NDCS Humming sound when unit not on,K04528439
Dish,.,K21426127
Washer,doesnt show lock sign,K17219414
LawnGarden,wont start,K36237126
Washer,dispenser is damage,K15124907
Washer,W,K21744200
Refrigeration,broken,K43744712
HVAC,buzzing,K04528439
Washer,clothes stiff,K27895437
Refrigeration,does not dispense ice,K22644634
Dryer,door handle broke off,K29003827
Electronics,remote,K30524263
LawnGarden,will not start,K47640513
Refrigeration,no ice,K05703652
GarageDoorOpener-Tools,door,K82077114
Refrigeration,ICE MAKER IS NOT MAKING,K05703652
Refrigeration,squealing noise,K15344003
Cooking,not starting,K95415537
Refrigeration,NDCS drawer broken,K43744712
LawnGarden,smoking,K43185521
Cooking,not lighting,K01204731
Washer,too wet,K42727026
Refrigeration,info,K41344545
Dish,top rack pulls right out track,K38615723
Refrigeration,ice,K12030289
Refrigeration,ICE MAKER FROZE,K05703652
Washer,starting power,K50302412
LawnGarden,blades,K03543901
Washer,noise,K48604018
Refrigeration,ICEMAKER NOT WORKING,K04112301
Cooking,not heating up,K30488914
Refrigeration,filter house,K05135760
Refrigeration,damaged,K42330792
Refrigeration,reset,K05135760
Dryer,dryer wont stop,K38684248
OutdoorGrill,main burner is no longer working,K07026491
Refrigeration,NDCS ice maker not working,K10849800
Cooking,noise,K71925464
Refrigeration,ice maker not working,K04112301
LawnGarden,blades,K07301335
Refrigeration,bin,K43744712
Refrigeration,not making ice,K38240081
Refrigeration,leaking,K33021117
Refrigeration,not making ice,K15930152
Washer,drain hose leaking,K54150844
WaterTreatment,running too much,K57467433
Washer,clothes too wet at end of cycle,K86921381
Refrigeration,buttom of frezzer frezzing up,K06090534
Refrigeration,Shellf,K33721236
Dish,needs wheels,K06112346
LawnGarden,mower wont move,K44792401
Washer,BURNING SMELL,K45299534
Dish,knife holder broken,K41851521
Dish,info,K32002824
Dish,not starting,K26124467
Refrigeration,water filter,K82833118
Cooking,NDCS DIRTY,K62139310
Dryer,long dry time,K06523316
Washer,wont start,K46428498
OutdoorGrill,wheel,K92844570
Refrigeration,change water filter,K05135760
HVAC,FROST,K34763610
Refrigeration,not cooling,K21835527
Electronics,crack screen,K38471501
Washer,gasket,K15311533
Washer,DRAINING,K21313271
HVAC,not cooling- smoking,K11022431
Refrigeration,filter,K05135760
Dryer,wont come on,K54699012
Cooking,top framed  colored,K57122092
Washer,not filling,K46990780
Refrigeration,freezing,K44550414
LawnGarden,ACCIDENTAL DAMAGE NOT COVER WILL FIX THEM SELF/BLA,K03543901
Cooking,damaged rack,K13825232
Washer,.,K46428498
LawnGarden,working,K03543901
Dryer,not heating,K88406101
WaterTreatment,NOT STARTING,K57467433
Refrigeration,not cooling in freezing,K71214385
Washer,odor,K60207654
Dryer,takes too long to dry,K44343207
Refrigeration,not cooling,K44550414
Refrigeration,ICE AND WATER NOT DISPENSING,K31043455
Cooking,caps,K52115365
Dryer,HANDLE,K29003827
Dish,wont start,K26124467
Electronics,box,K24308213
Refrigeration,NDCS - REFRIGERATOR CRISPER COVER CRACKED,K25515805
Refrigeration,not dispensing enough water,K89008224
Refrigeration,power,K83461703
Refrigeration,NDCS/small ice cubes; not making as much ice,K15930152
Cooking,info,K35221207
Refrigeration,cooling,K03088926
Refrigeration,,K16931553
Refrigeration,mode,K16931553
Refrigeration,freezer door loose,K24342516
Cooking,noise,K71925464
Dryer,sdfd,K47654672
Washer,POWER NOT WORKING,K47065883
Dish,BROKEN,K32205453
Cooking,noise,K84092217
Electronics,DCS- screen is damaged,K38471501
Dryer,filter,K70562743
Dish,control lock,K01351142
Dish,reset,K75741651
Dryer,not turning on,K14201213
Refrigeration,ice maker not working,K04112301
HVAC,leaking,K07390494
Dish,WON'T COMPLETE CYCLE,K31543507
Washer,NOT CYCLING CORRECTLY,K55456472
Refrigeration,loud humming noise,K39234236
Refrigeration,.,K43744712
Refrigeration,not making ice,K04112301
Refrigeration,not dispensing ice,K57435228
Electronics,power,K38520463
Washer,vibrating while washing,K11867126
Washer,start button not working,K26130985
Refrigeration,electrical,K18401934
Refrigeration,ice,K71500364
Refrigeration,water on door not working,K93385070
OutdoorGrill,broken grill part,K44492138
Refrigeration,WATER FILTER,K05135760
Dryer,.,K06523316
LawnGarden,shuts off shortly after starting,K41003644
LawnGarden,noise,K21136013
Refrigeration,noise ice making,K99253302
Dryer,door handle damaged,K29003827
Dish,water,K31524010
Washer,clothes coming out wet,K20975165
Washer,inlet hoses,K51045166
Washer,washer,K51516077
Washer,no hot water,K32153564
Dryer,handle is broken,K29003827
Cooking,INFO,K41104894
Fitness,belt wont move,K40464525
LawnGarden,starting,K02294308
Washer,sensing,K51516077
Refrigeration,making a loud humming noise,K95054095
Refrigeration,set temp,K90342169
Dryer,vent,K44343207
Washer,ccccc,K46428498
Refrigeration,glass shelf,K24024657
Refrigeration,WARM CABIENT,K78445464
Refrigeration,no water coming through ice maker/water dispenser,K82007839
Dryer,HANDLE CAME OFF,K29003827
Dryer,HANDLE,K29003827
LawnGarden,Tire,K41467013
Refrigeration,not making ice,K05703652
Dryer,not drying too long,K44343207
Washer,loid noise,K15620999
Dryer,door,K12420157
Washer,not draining,K76590213
Washer,spinning,K15541308
Dryer,lint screen,K58126442
Washer,warnt,K75330214
Refrigeration,NDCS/NOT DISPENSING ICE,K22644634
Dish,top rack rolles back,K38615723
Refrigeration,leaking,K10849800
LawnGarden,wont start,K00865045
Washer,error md,K12660254
Dryer,handle is broken,K29003827
Refrigeration,.,K07325944
LawnGarden,not starting,K02294308
Refrigeration,too cold,K10912201
Dryer,not drying,K88406101
Refrigeration,filter,K05135760
Dish,auto,K31543507
Refrigeration,filiter,K95133724
Cooking,trim kit,K98233649
Refrigeration,not making ice,K04112301
Washer,"Stops between cycles, will not advance",K04223135
Washer,.,K06847495
Electronics,set up,K02324506
Refrigeration,NDCS dsnt reach temp,K44550414
Refrigeration,fridge not cooling enough,K74959840
Washer,WATER,K06847495
Dryer,PRODUCT,K08141156
Refrigeration,water is coming out slow,K40502060
Refrigeration,mwo,K82007839
Refrigeration,noise,K95054095
LawnGarden,uneven cut,K14452411
Refrigeration,mwo,K82007839
Electronics,screws for stand,K03125031
Refrigeration,shelf adjustable not locking into place,K33721236
Washer,No power,K55518445
Dryer,.,K36776507
Refrigeration,doors not leveled,K58301822
Cooking,elements not heating up,K71925464
Dryer,DAMAGED LENT TRAP,K58126442
Dish,CYCLES,K31543507
Refrigeration,ice tastes bad,K75331835
LawnGarden,chainsaw,K13111002
Refrigeration,noise,K05135760
Dish,lock,K25716515
Electronics,set up,K02324506
Washer,.,K40053215
Dryer,vent hose,K70562743
HVAC,noise,K05075444
Refrigeration,Not making crushed ice,K24104912
Refrigeration,OWNER'S MANUAL,K75130563
Dryer,damage,K58126442
Washer,cust. needs to clean filter on pump/will not T sho,K44336420
Dryer,lint,K58126442
Cooking,noise,K71925464
Refrigeration,leaking from dispenser,K81170330
Refrigeration,gasket,K24342516
Refrigeration,mwo,K82007839
LawnGarden,working,K21136013
Washer,noise,K84761533
Refrigeration,not make any ice,K00517040
Washer,parts,K71914040
Dish,not working on a specific cycle,K31543507
Dish,rack,K02226947
Refrigeration,.,K15344003
Dryer,needs  replacement,K46428498
Washer,needs replacement,K46428498
Refrigeration,temperature,K01112343
Refrigeration,freezing up in ref. side,K50628139
LawnGarden,working,K21136013
Dryer,damage,K58126442
Refrigeration,ICE BUCKET,K42330792
Dryer,NOT STARTING,K54699012
Refrigeration,tray,K09147521
Refrigeration,wAter filter,K05135760
Refrigeration,/ice maker not working,K04112301
Refrigeration,not cooling,K74959840
Dish,display,K20400488
Washer,error code,K80809543
Dryer,turning off,K62455740
Refrigeration,water filter,K95133724
HVAC,Tstat,K53315083
Refrigeration,cloudy,K05135760
Washer,NOT ADVANCING THORUGH CYCLES,K49797232
Refrigeration,brown ice,K12030289
Electronics,"hole in screen, dropped by teens/fight",K38471501
Refrigeration,broken drawer,K43744712
Dish,leaking water at bottom,K67213348
LawnGarden,not starting,K02294308
Dryer,lint,K01314224
Refrigeration,not cooling,K44550414
Refrigeration,not making ice,K04112301
LawnGarden,choke,K53839840
HVAC,not cooling,K56243312
Refrigeration,not making ice,K72567184
Washer,washing machine vibrates/shakes excessively,K46428498
Refrigeration,handle,K93836483
Dish,MWO,K32002824
Washer,stopping mid cycle,K51516077
LawnGarden,not starting,K41003644
Dryer,not heating enough,K06523316
Dryer,.,K44343207
Washer,error,K41924011
Washer,not starting,K50302412
Dish,Over flowing,K67213348
LawnGarden,not starting,K63061042
